Songs,Mood,Energy,Beats
"Jesus, Take the Wheel",Happy,Medium,Slow
"Blown Away",Angry,High,Mid-tempo
"Cowboy Casanova",Happy,High,Fast
"Something in the Water",Happy,High,Slow
"Cry Pretty",Sad,High,Slow
"The Champion",Happy,High,Fast
"Undo It",Angry,High,Fast
"All-American Girl",Happy,High,Mid-tempo
"Good Girl",Happy,High,Fast
"Smoke Break",Sad,High,Mid-tempo
"Temporary Home",Sad,Medium,Slow
"Love Demons",Melancholic,Medium,Slow
"Portrait of a Time",Melancholic,Low,Slow
"Where the Money Flows",Melancholic,Medium,Slow
"Clown on the 22nd Floor",Melancholic,Medium,Slow
"Happiness",Joyful,High,Fast
"I'm Home",Melancholic,Low,Slow
"Floated By",Melancholic,Medium,Slow
"Memory Box",Melancholic,Low,Slow
"Pariquel",Melancholic,Medium,Slow
"Heera",Melancholic,Medium,Slow
"Sinema",Melancholic,Low,Slow
"Love Demons",Melancholic,Medium,Slow
"Portrait of a Time",Melancholic,Low,Slow
"Where the Money Flows",Melancholic,Medium,Slow
"Clown on the 22nd Floor",Melancholic,Medium,Slow
"Happiness",Joyful,High,Fast
"I'm Home",Melancholic,Low,Slow
"Floated By",Melancholic,Medium,Slow
"Memory Box",Melancholic,Low,Slow
"Pariquel",Melancholic,Medium,Slow
"Heera",Melancholic,Medium,Slow
"Sinema",Melancholic,Low,Slow
"Love Demons",Melancholic,Medium,Slow
"Portrait of a Time",Melancholic,Low,Slow
"Where the Money Flows",Melancholic,Medium,Slow
"Clown on the 22nd Floor",Melancholic,Medium,Slow
"Happiness",Joyful,High,Fast
"I'm Home",Melancholic,Low,Slow
"Floated By",Melancholic,Medium,Slow
"Memory Box",Melancholic,Low,Slow
"Pariquel",Melancholic,Medium,Slow
"Heera",Melancholic,Medium,Slow
"Sinema",Melancholic,Low,Slow
"Cold/Mess",Sad,Low,Slow
"Tune Kaha",Sad,Medium,Slow
"Kho Gaye Hum Kahan",Sad,Medium,Slow
"Kasoor",Sad,Low,Slow
"Raat Raazi",Sad,Medium,Slow
"Tum Jab Paas",Sad,Medium,Slow
"Dil Beparwah",Happy,High,Mid-tempo
"Raazi",Sad,Medium,Slow
"Tum Na Aaye",Sad,Low,Slow
"Dil Budhhu",Happy,High,Mid-tempo
"With You/For You",Happy,Medium,Mid-tempo
"Tere Hi Hum",Sad,Medium,Slow
"Cold/Mess",Sad,Low,Slow
"Tune Kaha",Sad,Medium,Slow
"Kho Gaye Hum Kahan",Sad,Medium,Slow
"Kasoor",Sad,Low,Slow
"Raat Raazi",Sad,Medium,Slow
"Tum Jab Paas",Sad,Medium,Slow
"Dil Beparwah",Happy,High,Mid-tempo
"Raazi",Sad,Medium,Slow
"Tum Na Aaye",Sad,Low,Slow
"Dil Budhhu",Happy,High,Mid-tempo
"With You/For You",Happy,Medium,Mid-tempo
"Tere Hi Hum",Sad,Medium,Slow
"Cold/Mess",Sad,Low,Slow
"Tune Kaha",Sad,Medium,Slow
"Kho Gaye Hum Kahan",Sad,Medium,Slow
"Kasoor",Sad,Low,Slow
"Raat Raazi",Sad,Medium,Slow
"Tum Jab Paas",Sad,Medium,Slow
"Dil Beparwah",Happy,High,Mid-tempo
"Raazi",Sad,Medium,Slow
"Tum Na Aaye",Sad,Low,Slow
"Dil Budhhu",Happy,High,Mid-tempo
"With You/For You",Happy,Medium,Mid-tempo
"Tere Hi Hum",Sad,Medium,Slow
"Cold/Mess",Sad,Low,Slow
"Tune Kaha",Sad,Medium,Slow
"Kho Gaye Hum Kahan",Sad,Medium,Slow
"Kasoor",Sad,Low,Slow
"Raat Raazi",Sad,Medium,Slow
"Tum Jab Paas",Sad,Medium,Slow
"Dil Beparwah",Happy,High,Mid-tempo
"Raazi",Sad,Medium,Slow
"Tum Na Aaye",Sad,Low,Slow
"Dil Budhhu",Happy,High,Mid-tempo
"With You/For You",Happy,Medium,Mid-tempo
"Tere Hi Hum",Sad,Medium,Slow
"Cold/Mess",Sad,Low,Slow
"Tune Kaha",Sad,Medium,Slow
"Kho Gaye Hum Kahan",Sad,Medium,Slow
"Kasoor",Sad,Low,Slow
"Raat Raazi",Sad,Medium,Slow
"Tum Jab Paas",Sad,Medium,Slow
"Dil Beparwah",Happy,High,Mid-tempo
"Raazi",Sad,Medium,Slow
"Tum Na Aaye",Sad,Low,Slow
"Dil Budhhu",Happy,High,Mid-tempo
"With You/For You",Happy,Medium,Mid-tempo
"Tere Hi Hum",Sad,Medium,Slow
"Bachna Ae Haseeno",Happy,High,Fast
"Jai Jai Shiv Shankar",Happy,High,Fast
"Dus Bahane",Happy,High,Fast
"Desi Girl",Happy,High,Fast
"Radha",Happy,High,Fast
"Balam Pichkari",Happy,High,Fast
"Ghungroo",Happy,High,Fast
"The Disco Song",Happy,High,Fast
"Anjaana Anjaani",Happy,High,Fast
"Dhoom Machale",Happy,High,Fast
"Salaam Namaste",Happy,High,Fast
"Bachna Ae Haseeno",Happy,High,Fast
"Jai Jai Shiv Shankar",Happy,High,Fast
"Dus Bahane",Happy,High,Fast
"Desi Girl",Happy,High,Fast
"Radha",Happy,High,Fast
"Balam Pichkari",Happy,High,Fast
"Ghungroo",Happy,High,Fast
"The Disco Song",Happy,High,Fast
"Anjaana Anjaani",Happy,High,Fast
"Dhoom Machale",Happy,High,Fast
"Salaam Namaste",Happy,High,Fast
"Bachna Ae Haseeno",Happy,High,Fast
"Jai Jai Shiv Shankar",Happy,High,Fast
"Dus Bahane",Happy,High,Fast
"Desi Girl",Happy,High,Fast
"Radha",Happy,High,Fast
"Balam Pichkari",Happy,High,Fast
"Ghungroo",Happy,High,Fast
"The Disco Song",Happy,High,Fast
"Anjaana Anjaani",Happy,High,Fast
"Dhoom Machale",Happy,High,Fast
"Salaam Namaste",Happy,High,Fast
"Bachna Ae Haseeno",Happy,High,Fast
"Jai Jai Shiv Shankar",Happy,High,Fast
"Dus Bahane",Happy,High,Fast
"Desi Girl",Happy,High,Fast
"Radha",Happy,High,Fast
"Balam Pichkari",Happy,High,Fast
"Ghungroo",Happy,High,Fast
"The Disco Song",Happy,High,Fast
"Anjaana Anjaani",Happy,High,Fast
"Dhoom Machale",Happy,High,Fast
"Salaam Namaste",Happy,High,Fast
"Bachna Ae Haseeno",Happy,High,Fast
"Jai Jai Shiv Shankar",Happy,High,Fast
"Dus Bahane",Happy,High,Fast
"Desi Girl",Happy,High,Fast
"Radha",Happy,High,Fast
"Balam Pichkari",Happy,High,Fast
"Ghungroo",Happy,High,Fast
"The Disco Song",Happy,High,Fast
"Anjaana Anjaani",Happy,High,Fast
"Dhoom Machale",Happy,High,Fast
"Salaam Namaste",Happy,High,Fast
"Bachna Ae Haseeno",Happy,High,Fast
"Jai Jai Shiv Shankar",Happy,High,Fast
"Dus Bahane",Happy,High,Fast
"Desi Girl",Happy,High,Fast
"Radha",Happy,High,Fast
"Balam Pichkari",Happy,High,Fast
"Ghungroo",Happy,High,Fast
"The Disco Song",Happy,High,Fast
"Anjaana Anjaani",Happy,High,Fast
"Dhoom Machale",Happy,High,Fast
"Salaam Namaste",Happy,High,Fast
"What Makes You Beautiful",Happy,High,Fast
"Story of My Life",Sad,Medium,Slow
"Drag Me Down",Happy,High,Fast
"Night Changes",Sad,Medium,Slow
"Steal My Girl",Happy,High,Fast
"Best Song Ever",Happy,High,Fast
"Live While We're Young",Happy,High,Fast
"Perfect",Happy,High,Fast
"Little Things",Sad,Medium,Slow
"Kiss You",Happy,High,Fast
"History",Happy,Medium,Mid-tempo
"One Thing",Happy,High,Fast
"What Makes You Beautiful",Happy,High,Fast
"Story of My Life",Sad,Medium,Slow
"Drag Me Down",Happy,High,Fast
"Night Changes",Sad,Medium,Slow
"Steal My Girl",Happy,High,Fast
"Best Song Ever",Happy,High,Fast
"Live While We're Young",Happy,High,Fast
"Perfect",Happy,High,Fast
"Little Things",Sad,Medium,Slow
"Kiss You",Happy,High,Fast
"History",Happy,Medium,Mid-tempo
"One Thing",Happy,High,Fast
"What Makes You Beautiful",Happy,High,Fast
"Story of My Life",Sad,Medium,Slow
"Drag Me Down",Happy,High,Fast
"Night Changes",Sad,Medium,Slow
"Steal My Girl",Happy,High,Fast
"Best Song Ever",Happy,High,Fast
"Live While We're Young",Happy,High,Fast
"Perfect",Happy,High,Fast
"Little Things",Sad,Medium,Slow
"Kiss You",Happy,High,Fast
"History",Happy,Medium,Mid-tempo
"One Thing",Happy,High,Fast
"What Makes You Beautiful",Happy,High,Fast
"Story of My Life",Sad,Medium,Slow
"Drag Me Down",Happy,High,Fast
"Night Changes",Sad,Medium,Slow
"Steal My Girl",Happy,High,Fast
"Best Song Ever",Happy,High,Fast
"Live While We're Young",Happy,High,Fast
"Perfect",Happy,High,Fast
"Little Things",Sad,Medium,Slow
"Kiss You",Happy,High,Fast
"History",Happy,Medium,Mid-tempo
"One Thing",Happy,High,Fast
"What Makes You Beautiful",Happy,High,Fast
"Story of My Life",Sad,Medium,Slow
"Drag Me Down",Happy,High,Fast
"Night Changes",Sad,Medium,Slow
"Steal My Girl",Happy,High,Fast
"Best Song Ever",Happy,High,Fast
"Live While We're Young",Happy,High,Fast
"Perfect",Happy,High,Fast
"Little Things",Sad,Medium,Slow
"Kiss You",Happy,High,Fast
"History",Happy,Medium,Mid-tempo
"One Thing",Happy,High,Fast
"What Makes You Beautiful",Happy,High,Fast
"Story of My Life",Sad,Medium,Slow
"Drag Me Down",Happy,High,Fast
"Night Changes",Sad,Medium,Slow
"Steal My Girl",Happy,High,Fast
"Best Song Ever",Happy,High,Fast
"Live While We're Young",Happy,High,Fast
"Perfect",Happy,High,Fast
"Little Things",Sad,Medium,Slow
"Kiss You",Happy,High,Fast
"History",Happy,Medium,Mid-tempo
"One Thing",Happy,High,Fast
"What Makes You Beautiful",Happy,High,Fast
"Story of My Life",Sad,Medium,Slow
"Drag Me Down",Happy,High,Fast
"Night Changes",Sad,Medium,Slow
"Steal My Girl",Happy,High,Fast
"Best Song Ever",Happy,High,Fast
"Live While We're Young",Happy,High,Fast
"Perfect",Happy,High,Fast
"Little Things",Sad,Medium,Slow
"Kiss You",Happy,High,Fast
"History",Happy,Medium,Mid-tempo
"One Thing",Happy,High,Fast
"Love You Like a Love Song",Happy,High,Mid-tempo
"Lose You to Love Me",Sad,Medium,Slow
"Come & Get It",Happy,High,Mid-tempo
"Good for You",Happy,High,Mid-tempo
"Hands to Myself",Happy,High,Mid-tempo
"The Heart Wants What It Wants",Sad,Medium,Slow
"Who Says",Happy,High,Mid-tempo
"Same Old Love",Sad,Medium,Mid-tempo
"Wolves",Happy,High,Mid-tempo
"Back to You",Sad,Medium,Mid-tempo
"It Ain't Me",Sad,Medium,Mid-tempo
"Love You Like a Love Song",Happy,High,Mid-tempo
"Lose You to Love Me",Sad,Medium,Slow
"Come & Get It",Happy,High,Mid-tempo
"Good for You",Happy,High,Mid-tempo
"Hands to Myself",Happy,High,Mid-tempo
"The Heart Wants What It Wants",Sad,Medium,Slow
"Who Says",Happy,High,Mid-tempo
"Same Old Love",Sad,Medium,Mid-tempo
"Wolves",Happy,High,Mid-tempo
"Back to You",Sad,Medium,Mid-tempo
"It Ain't Me",Sad,Medium,Mid-tempo
"Love You Like a Love Song",Happy,High,Mid-tempo
"Lose You to Love Me",Sad,Medium,Slow
"Come & Get It",Happy,High,Mid-tempo
"Good for You",Happy,High,Mid-tempo
"Hands to Myself",Happy,High,Mid-tempo
"The Heart Wants What It Wants",Sad,Medium,Slow
"Who Says",Happy,High,Mid-tempo
"Same Old Love",Sad,Medium,Mid-tempo
"Wolves",Happy,High,Mid-tempo
"Back to You",Sad,Medium,Mid-tempo
"It Ain't Me",Sad,Medium,Mid-tempo
"Love You Like a Love Song",Happy,High,Mid-tempo
"Lose You to Love Me",Sad,Medium,Slow
"Come & Get It",Happy,High,Mid-tempo
"Good for You",Happy,High,Mid-tempo
"Hands to Myself",Happy,High,Mid-tempo
"The Heart Wants What It Wants",Sad,Medium,Slow
"Who Says",Happy,High,Mid-tempo
"Same Old Love",Sad,Medium,Mid-tempo
"Wolves",Happy,High,Mid-tempo
"Back to You",Sad,Medium,Mid-tempo
"It Ain't Me",Sad,Medium,Mid-tempo
"Love You Like a Love Song",Happy,High,Mid-tempo
"Lose You to Love Me",Sad,Medium,Slow
"Come & Get It",Happy,High,Mid-tempo
"Good for You",Happy,High,Mid-tempo
"Hands to Myself",Happy,High,Mid-tempo
"The Heart Wants What It Wants",Sad,Medium,Slow
"Who Says",Happy,High,Mid-tempo
"Same Old Love",Sad,Medium,Mid-tempo
"Wolves",Happy,High,Mid-tempo
"Back to You",Sad,Medium,Mid-tempo
"It Ain't Me",Sad,Medium,Mid-tempo
"Love You Like a Love Song",Happy,High,Mid-tempo
"Lose You to Love Me",Sad,Medium,Slow
"Come & Get It",Happy,High,Mid-tempo
"Good for You",Happy,High,Mid-tempo
"Hands to Myself",Happy,High,Mid-tempo
"The Heart Wants What It Wants",Sad,Medium,Slow
"Who Says",Happy,High,Mid-tempo
"Same Old Love",Sad,Medium,Mid-tempo
"Wolves",Happy,High,Mid-tempo
"Back to You",Sad,Medium,Mid-tempo
"It Ain't Me",Sad,Medium,Mid-tempo
"Love You Like a Love Song",Happy,High,Mid-tempo
"Lose You to Love Me",Sad,Medium,Slow
"Come & Get It",Happy,High,Mid-tempo
"Good for You",Happy,High,Mid-tempo
"Hands to Myself",Happy,High,Mid-tempo
"The Heart Wants What It Wants",Sad,Medium,Slow
"Who Says",Happy,High,Mid-tempo
"Same Old Love",Sad,Medium,Mid-tempo
"Wolves",Happy,High,Mid-tempo
"Back to You",Sad,Medium,Mid-tempo
"It Ain't Me",Sad,Medium,Mid-tempo
"Love You Like a Love Song",Happy,High,Mid-tempo
"Lose You to Love Me",Sad,Medium,Slow
"Come & Get It",Happy,High,Mid-tempo
"Good for You",Happy,High,Mid-tempo
"Hands to Myself",Happy,High,Mid-tempo
"The Heart Wants What It Wants",Sad,Medium,Slow
"Who Says",Happy,High,Mid-tempo
"Same Old Love",Sad,Medium,Mid-tempo
"Wolves",Happy,High,Mid-tempo
"Back to You",Sad,Medium,Mid-tempo
"It Ain't Me",Sad,Medium,Mid-tempo
"Lose Yourself",Determined,High,Fast
"Stan",Melancholic,Medium,Slow
"Without Me",Confident,High,Fast
"The Real Slim Shady",Playful,High,Fast
"Love the Way You Lie",Melancholic,Medium,Mid-tempo
"Rap God",Confident,High,Fast
"Mockingbird",Reflective,Medium,Slow
"Not Afraid",Empowering,High,Fast
"Cleanin' Out My Closet",Reflective,Medium,Mid-tempo
"The Monster",Melancholic,High,Slow
"Forgot About Dre",Confident,High,Fast
"Lose Yourself",Determined,High,Fast
"Stan",Melancholic,Medium,Slow
"Without Me",Confident,High,Fast
"The Real Slim Shady",Playful,High,Fast
"Love the Way You Lie",Melancholic,Medium,Mid-tempo
"Rap God",Confident,High,Fast
"Mockingbird",Reflective,Medium,Slow
"Not Afraid",Empowering,High,Fast
"Cleanin' Out My Closet",Reflective,Medium,Mid-tempo
"The Monster",Melancholic,High,Slow
"Forgot About Dre",Confident,High,Fast
"Lose Yourself",Determined,High,Fast
"Stan",Melancholic,Medium,Slow
"Without Me",Confident,High,Fast
"The Real Slim Shady",Playful,High,Fast
"Love the Way You Lie",Melancholic,Medium,Mid-tempo
"Rap God",Confident,High,Fast
"Mockingbird",Reflective,Medium,Slow
"Not Afraid",Empowering,High,Fast
"Cleanin' Out My Closet",Reflective,Medium,Mid-tempo
"The Monster",Melancholic,High,Slow
"Forgot About Dre",Confident,High,Fast
"Lose Yourself",Determined,High,Fast
"Stan",Melancholic,Medium,Slow
"Without Me",Confident,High,Fast
"The Real Slim Shady",Playful,High,Fast
"Love the Way You Lie",Melancholic,Medium,Mid-tempo
"Rap God",Confident,High,Fast
"Mockingbird",Reflective,Medium,Slow
"Not Afraid",Empowering,High,Fast
"Cleanin' Out My Closet",Reflective,Medium,Mid-tempo
"The Monster",Melancholic,High,Slow
"Forgot About Dre",Confident,High,Fast
"Lose Yourself",Determined,High,Fast
"Stan",Melancholic,Medium,Slow
"Without Me",Confident,High,Fast
"The Real Slim Shady",Playful,High,Fast
"Love the Way You Lie",Melancholic,Medium,Mid-tempo
"Rap God",Confident,High,Fast
"Mockingbird",Reflective,Medium,Slow
"Not Afraid",Empowering,High,Fast
"Cleanin' Out My Closet",Reflective,Medium,Mid-tempo
"The Monster",Melancholic,High,Slow
"Forgot About Dre",Confident,High,Fast
"Lose Yourself",Determined,High,Fast
"Stan",Melancholic,Medium,Slow
"Without Me",Confident,High,Fast
"The Real Slim Shady",Playful,High,Fast
"Love the Way You Lie",Melancholic,Medium,Mid-tempo
"Rap God",Confident,High,Fast
"Mockingbird",Reflective,Medium,Slow
"Not Afraid",Empowering,High,Fast
"Cleanin' Out My Closet",Reflective,Medium,Mid-tempo
"The Monster",Melancholic,High,Slow
"Forgot About Dre",Confident,High,Fast
"Lose Yourself",Determined,High,Fast
"Stan",Melancholic,Medium,Slow
"Without Me",Confident,High,Fast
"The Real Slim Shady",Playful,High,Fast
"Love the Way You Lie",Melancholic,Medium,Mid-tempo
"Rap God",Confident,High,Fast
"Mockingbird",Reflective,Medium,Slow
"Not Afraid",Empowering,High,Fast
"Cleanin' Out My Closet",Reflective,Medium,Mid-tempo
"The Monster",Melancholic,High,Slow
"Forgot About Dre",Confident,High,Fast
"Fantasy",Happy,High,Fast
"We Belong Together",Happy,High,Mid-tempo
"Always Be My Baby",Happy,Medium,Slow
"Hero",Happy,Medium,Slow
"Emotions",Happy,High,Fast
"Vision of Love",Happy,Medium,Slow
"Dreamlover",Happy,High,Fast
"All I Want for Christmas Is You",Happy,High,Fast
"One Sweet Day",Happy,Medium,Slow
"Heartbreaker",Happy,High,Fast
"Fantasy",Happy,High,Fast
"We Belong Together",Happy,High,Mid-tempo
"Always Be My Baby",Happy,Medium,Slow
"Hero",Happy,Medium,Slow
"Emotions",Happy,High,Fast
"Vision of Love",Happy,Medium,Slow
"Dreamlover",Happy,High,Fast
"All I Want for Christmas Is You",Happy,High,Fast
"One Sweet Day",Happy,Medium,Slow
"Heartbreaker",Happy,High,Fast
"Fantasy",Happy,High,Fast
"We Belong Together",Happy,High,Mid-tempo
"Always Be My Baby",Happy,Medium,Slow
"Hero",Happy,Medium,Slow
"Emotions",Happy,High,Fast
"Vision of Love",Happy,Medium,Slow
"Dreamlover",Happy,High,Fast
"All I Want for Christmas Is You",Happy,High,Fast
"One Sweet Day",Happy,Medium,Slow
"Heartbreaker",Happy,High,Fast
"Fantasy",Happy,High,Fast
"We Belong Together",Happy,High,Mid-tempo
"Always Be My Baby",Happy,Medium,Slow
"Hero",Happy,Medium,Slow
"Emotions",Happy,High,Fast
"Vision of Love",Happy,Medium,Slow
"Dreamlover",Happy,High,Fast
"All I Want for Christmas Is You",Happy,High,Fast
"One Sweet Day",Happy,Medium,Slow
"Heartbreaker",Happy,High,Fast
"Fantasy",Happy,High,Fast
"We Belong Together",Happy,High,Mid-tempo
"Always Be My Baby",Happy,Medium,Slow
"Hero",Happy,Medium,Slow
"Emotions",Happy,High,Fast
"Vision of Love",Happy,Medium,Slow
"Dreamlover",Happy,High,Fast
"All I Want for Christmas Is You",Happy,High,Fast
"One Sweet Day",Happy,Medium,Slow
"Heartbreaker",Happy,High,Fast
"Fantasy",Happy,High,Fast
"We Belong Together",Happy,High,Mid-tempo
"Always Be My Baby",Happy,Medium,Slow
"Hero",Happy,Medium,Slow
"Emotions",Happy,High,Fast
"Vision of Love",Happy,Medium,Slow
"Dreamlover",Happy,High,Fast
"All I Want for Christmas Is You",Happy,High,Fast
"One Sweet Day",Happy,Medium,Slow
"Heartbreaker",Happy,High,Fast
"Fantasy",Happy,High,Fast
"We Belong Together",Happy,High,Mid-tempo
"Always Be My Baby",Happy,Medium,Slow
"Hero",Happy,Medium,Slow
"Emotions",Happy,High,Fast
"Vision of Love",Happy,Medium,Slow
"Dreamlover",Happy,High,Fast
"All I Want for Christmas Is You",Happy,High,Fast
"One Sweet Day",Happy,Medium,Slow
"Heartbreaker",Happy,High,Fast
"Fantasy",Happy,High,Fast
"We Belong Together",Happy,High,Mid-tempo
"Always Be My Baby",Happy,Medium,Slow
"Hero",Happy,Medium,Slow
"Emotions",Happy,High,Fast
"Vision of Love",Happy,Medium,Slow
"Dreamlover",Happy,High,Fast
"All I Want for Christmas Is You",Happy,High,Fast
"One Sweet Day",Happy,Medium,Slow
"Heartbreaker",Happy,High,Fast
"Fantasy",Happy,High,Fast
"We Belong Together",Happy,High,Mid-tempo
"Always Be My Baby",Happy,Medium,Slow
"Hero",Happy,Medium,Slow
"Emotions",Happy,High,Fast
"Vision of Love",Happy,Medium,Slow
"Dreamlover",Happy,High,Fast
"All I Want for Christmas Is You",Happy,High,Fast
"One Sweet Day",Happy,Medium,Slow
"Heartbreaker",Happy,High,Fast
"Fantasy",Happy,High,Fast
"We Belong Together",Happy,High,Mid-tempo
"Always Be My Baby",Happy,Medium,Slow
"Hero",Happy,Medium,Slow
"Emotions",Happy,High,Fast
"Vision of Love",Happy,Medium,Slow
"Dreamlover",Happy,High,Fast
"All I Want for Christmas Is You",Happy,High,Fast
"One Sweet Day",Happy,Medium,Slow
"Heartbreaker",Happy,High,Fast
"Fantasy",Happy,High,Fast
"We Belong Together",Happy,High,Mid-tempo
"Always Be My Baby",Happy,Medium,Slow
"Hero",Happy,Medium,Slow
"Emotions",Happy,High,Fast
"Vision of Love",Happy,Medium,Slow
"Dreamlover",Happy,High,Fast
"All I Want for Christmas Is You",Happy,High,Fast
"One Sweet Day",Happy,Medium,Slow
"Heartbreaker",Happy,High,Fast
"Black Magic",Happy,High,Mid-tempo
"Shout Out to My Ex",Happy,High,Fast
"Touch",Happy,High,Fast
"Wings",Happy,High,Mid-tempo
"Secret Love Song",Sad,Medium,Slow
"Hair",Happy,High,Mid-tempo
"Salute",Happy,High,Fast
"Power",Happy,High,Fast
"Move",Happy,High,Fast
"Woman Like Me",Happy,High,Mid-tempo
"Black Magic",Happy,High,Mid-tempo
"Shout Out to My Ex",Happy,High,Fast
"Touch",Happy,High,Fast
"Wings",Happy,High,Mid-tempo
"Secret Love Song",Sad,Medium,Slow
"Hair",Happy,High,Mid-tempo
"Salute",Happy,High,Fast
"Power",Happy,High,Fast
"Move",Happy,High,Fast
"Woman Like Me",Happy,High,Mid-tempo
"Black Magic",Happy,High,Mid-tempo
"Shout Out to My Ex",Happy,High,Fast
"Touch",Happy,High,Fast
"Wings",Happy,High,Mid-tempo
"Secret Love Song",Sad,Medium,Slow
"Hair",Happy,High,Mid-tempo
"Salute",Happy,High,Fast
"Power",Happy,High,Fast
"Move",Happy,High,Fast
"Woman Like Me",Happy,High,Mid-tempo
"Black Magic",Happy,High,Mid-tempo
"Shout Out to My Ex",Happy,High,Fast
"Touch",Happy,High,Fast
"Wings",Happy,High,Mid-tempo
"Secret Love Song",Sad,Medium,Slow
"Hair",Happy,High,Mid-tempo
"Salute",Happy,High,Fast
"Power",Happy,High,Fast
"Move",Happy,High,Fast
"Woman Like Me",Happy,High,Mid-tempo
"Black Magic",Happy,High,Mid-tempo
"Shout Out to My Ex",Happy,High,Fast
"Touch",Happy,High,Fast
"Wings",Happy,High,Mid-tempo
"Secret Love Song",Sad,Medium,Slow
"Hair",Happy,High,Mid-tempo
"Salute",Happy,High,Fast
"Power",Happy,High,Fast
"Move",Happy,High,Fast
"Woman Like Me",Happy,High,Mid-tempo
"Black Magic",Happy,High,Mid-tempo
"Shout Out to My Ex",Happy,High,Fast
"Touch",Happy,High,Fast
"Wings",Happy,High,Mid-tempo
"Secret Love Song",Sad,Medium,Slow
"Hair",Happy,High,Mid-tempo
"Salute",Happy,High,Fast
"Power",Happy,High,Fast
"Move",Happy,High,Fast
"Woman Like Me",Happy,High,Mid-tempo
"Black Magic",Happy,High,Mid-tempo
"Shout Out to My Ex",Happy,High,Fast
"Touch",Happy,High,Fast
"Wings",Happy,High,Mid-tempo
"Secret Love Song",Sad,Medium,Slow
"Hair",Happy,High,Mid-tempo
"Salute",Happy,High,Fast
"Power",Happy,High,Fast
"Move",Happy,High,Fast
"Woman Like Me",Happy,High,Mid-tempo
"Black Magic",Happy,High,Mid-tempo
"Shout Out to My Ex",Happy,High,Fast
"Touch",Happy,High,Fast
"Wings",Happy,High,Mid-tempo
"Secret Love Song",Sad,Medium,Slow
"Hair",Happy,High,Mid-tempo
"Salute",Happy,High,Fast
"Power",Happy,High,Fast
"Move",Happy,High,Fast
"Woman Like Me",Happy,High,Mid-tempo
"Love Story",Happy,Medium,Mid-tempo
"Shake It Off",Happy,High,Fast
"Blank Space",Happy,High,Mid-tempo
"You Belong with Me",Happy,Medium,Mid-tempo
"We Are Never Ever Getting Back Together",Happy,High,Fast
"I Knew You Were Trouble",Happy,High,Fast
"22",Happy,High,Fast
"Delicate",Happy,Medium,Slow
"Bad Blood",Happy,High,Fast
"Style",Happy,High,Mid-tempo
"Love Story",Happy,Medium,Mid-tempo
"Shake It Off",Happy,High,Fast
"Blank Space",Happy,High,Mid-tempo
"You Belong with Me",Happy,Medium,Mid-tempo
"We Are Never Ever Getting Back Together",Happy,High,Fast
"I Knew You Were Trouble",Happy,High,Fast
"22",Happy,High,Fast
"Delicate",Happy,Medium,Slow
"Bad Blood",Happy,High,Fast
"Style",Happy,High,Mid-tempo
"Love Story",Happy,Medium,Mid-tempo
"Shake It Off",Happy,High,Fast
"Blank Space",Happy,High,Mid-tempo
